osm_wid,osm_nid_1,osm_nid_2,linkuse,comment
w6374300,osm7257262350,osm1305389484,slowroad,"459th Avenue Southeast.link8"
w6374300,osm1305389485,osm7257262350,slowroad,"459th Avenue Southeast.link9"
w6374300,osm6237367942,osm1305389485,slowroad,"459th Avenue Southeast.link10"
w6374300,osm6237367941,osm6237367942,slowroad,"459th Avenue Southeast.link11"
w6374300,osm6237367938,osm6237367941,slowroad,"459th Avenue Southeast.link12"
w6374300,osm53117436,osm6237367938,slowroad,"459th Avenue Southeast.link13"
w6378325,osm6228575746,osm53100128,slowroad,"Southeast 127th Place.link1"
w6378325,osm6228575748,osm6228575746,slowroad,"Southeast 127th Place.link2"
w6378325,osm6228575747,osm6228575748,slowroad,"Southeast 127th Place.link3"
w6378325,osm6228575750,osm6228575747,slowroad,"Southeast 127th Place.link4"
w6378325,osm6228575752,osm6228575750,slowroad,"Southeast 127th Place.link5"
w6378325,osm6228575755,osm6228575752,slowroad,"Southeast 127th Place.link6"
w6378325,osm6228575754,osm6228575755,slowroad,"Southeast 127th Place.link7"
w6378325,osm6228575753,osm6228575754,slowroad,"Southeast 127th Place.link8"
w6378325,osm53122280,osm6228575753,slowroad,"Southeast 127th Place.link9"
w6380652,osm1762376471,osm53125063,slowroad,"476th Avenue Southeast.link1"
w6380652,osm53125064,osm1762376471,slowroad,"476th Avenue Southeast.link2"
w6380665,osm53125069,osm53125068,slowroad,"488th Avenue Southeast.link1"
w6380665,osm53125071,osm53125069,slowroad,"488th Avenue Southeast.link2"
w6380665,osm4357625876,osm53125071,slowroad,"488th Avenue Southeast.link3"
w6380665,osm4928282554,osm4357625876,slowroad,"488th Avenue Southeast.link4"
w6380665,osm4928282553,osm4928282554,slowroad,"488th Avenue Southeast.link5"
w6380665,osm4928282552,osm4928282553,slowroad,"488th Avenue Southeast.link6"
w6380665,osm53125074,osm4928282552,slowroad,"488th Avenue Southeast.link7"
w6380665,osm4928282555,osm53125074,slowroad,"488th Avenue Southeast.link8"
w6380665,osm53125077,osm4928282555,slowroad,"488th Avenue Southeast.link9"
w6386751,osm2003328764,osm53100134,slowroad,"Southeast 131st Place.link1"
w6386751,osm1277840916,osm2003328764,slowroad,"Southeast 131st Place.link2"
w6386751,osm6228576057,osm1277840916,slowroad,"Southeast 131st Place.link3"
w6386751,osm2003328751,osm6228576057,slowroad,"Southeast 131st Place.link4"
w6386751,osm53132111,osm2003328751,slowroad,"Southeast 131st Place.link5"
w6386751,osm2003328775,osm53132111,slowroad,"Southeast 131st Place.link6"
w6386751,osm1277840917,osm2003328775,slowroad,"Southeast 131st Place.link7"
w6386751,osm53132112,osm1277840917,slowroad,"Southeast 131st Place.link8"
w6386751,osm1277840918,osm53132112,slowroad,"Southeast 131st Place.link9"
w6386751,osm53132113,osm1277840918,slowroad,"Southeast 131st Place.link10"
w6386751,osm1277847100,osm53132113,slowroad,"Southeast 131st Place.link11"
w6386751,osm53132114,osm1277847100,slowroad,"Southeast 131st Place.link12"
w6387552,osm7262475220,osm53133523,slowroad,"Southeast 129th Street.link1"
w6387552,osm7260058259,osm7262475220,slowroad,"Southeast 129th Street.link2"
w6387552,osm7260057696,osm7260058259,slowroad,"Southeast 129th Street.link3"
w6387552,osm7262475211,osm7260057696,slowroad,"Southeast 129th Street.link4"
w6387552,osm7262475219,osm7262475211,slowroad,"Southeast 129th Street.link5"
w6387552,osm53133525,osm7262475219,slowroad,"Southeast 129th Street.link6"
w6387552,osm6228516920,osm53133525,slowroad,"Southeast 129th Street.link7"
w6387552,osm6228516921,osm6228516920,slowroad,"Southeast 129th Street.link8"
w6387552,osm6228516922,osm6228516921,slowroad,"Southeast 129th Street.link9"
w6387552,osm6228516923,osm6228516922,slowroad,"Southeast 129th Street.link10"
w6387552,osm6228516924,osm6228516923,slowroad,"Southeast 129th Street.link11"
w6387552,osm6228516925,osm6228516924,slowroad,"Southeast 129th Street.link12"
w6387552,osm7510169016,osm6228516925,slowroad,"Southeast 129th Street.link13"
w6387552,osm7510169017,osm7510169016,slowroad,"Southeast 129th Street.link14"
w6387557,osm53133528,osm53133527,slowroad,"Southeast 129th Street01.link1"
w6387557,osm6237367935,osm53133528,slowroad,"Southeast 129th Street01.link2"
w6387557,osm53133531,osm6237367935,slowroad,"Southeast 129th Street01.link3"
w6387557,osm6237367936,osm53133531,slowroad,"Southeast 129th Street01.link4"
w6387557,osm53133532,osm6237367936,slowroad,"Southeast 129th Street01.link5"
w6387561,osm53133536,osm53101212,slowroad,"Southeast 129th Street02.link1"
w6387578,osm6228576028,osm53133549,slowroad,"Southeast 129th Street03.link1"
w6387578,osm4928201713,osm6228576028,slowroad,"Southeast 129th Street03.link2"
w6387578,osm6228576027,osm4928201713,slowroad,"Southeast 129th Street03.link3"
w6387578,osm53133551,osm6228576027,slowroad,"Southeast 129th Street03.link4"
w6387578,osm6228576026,osm53133551,slowroad,"Southeast 129th Street03.link5"
w6387578,osm6228576030,osm6228576026,slowroad,"Southeast 129th Street03.link6"
w6387578,osm6228576025,osm6228576030,slowroad,"Southeast 129th Street03.link7"
w6387578,osm6228576022,osm6228576025,slowroad,"Southeast 129th Street03.link8"
w6387578,osm6228576024,osm6228576022,slowroad,"Southeast 129th Street03.link9"
w6387578,osm6228576020,osm6228576024,slowroad,"Southeast 129th Street03.link10"
w6387578,osm6228576019,osm6228576020,slowroad,"Southeast 129th Street03.link11"
w6387578,osm6228576016,osm6228576019,slowroad,"Southeast 129th Street03.link12"
w6387578,osm6228576015,osm6228576016,slowroad,"Southeast 129th Street03.link13"
w6387578,osm6228576013,osm6228576015,slowroad,"Southeast 129th Street03.link14"
w6387578,osm6228576010,osm6228576013,slowroad,"Southeast 129th Street03.link15"
w6387578,osm6228575742,osm6228576010,slowroad,"Southeast 129th Street03.link16"
w6387578,osm6228576008,osm6228575742,slowroad,"Southeast 129th Street03.link17"
w6387578,osm4928201712,osm6228576008,slowroad,"Southeast 129th Street03.link18"
w6387578,osm6228575741,osm4928201712,slowroad,"Southeast 129th Street03.link19"
w6387578,osm53133553,osm6228575741,slowroad,"Southeast 129th Street03.link20"
w6387578,osm53100129,osm53133553,slowroad,"Southeast 129th Street03.link21"
w6388112,osm5227619022,osm53063851,slowroad,"480th Avenue Southeast.link1"
w6388112,osm5227619021,osm5227619022,slowroad,"480th Avenue Southeast.link2"
w6388112,osm2003328760,osm5227619021,slowroad,"480th Avenue Southeast.link3"
w6388112,osm6235797739,osm2003328760,slowroad,"480th Avenue Southeast.link4"
w6388112,osm6235797741,osm6235797739,slowroad,"480th Avenue Southeast.link5"
w6388112,osm53081571,osm6235797741,slowroad,"480th Avenue Southeast.link6"
w6388112,osm5227618512,osm53081571,slowroad,"480th Avenue Southeast.link7"
w6388112,osm5227618518,osm5227618512,slowroad,"480th Avenue Southeast.link8"
