osm_wid,name,osmtype,osmsubtype,linkuse,nnodes,lat,lng,z,x,height,levels
w43735441,service074,highway,service,driveway,5,37.4297823,-122.0776550,-1.2996,0.8954,0,0
w43735442,service075,highway,service,driveway,14,37.4253840,-122.0715792,-0.7630,0.4063,0,0
w43735444,service076,highway,service,driveway,18,37.4283054,-122.0713985,-0.7470,0.7312,0,0
w43735445,service077,highway,service,driveway,6,37.4271676,-122.0701368,-0.6356,0.6046,0,0
w43735446,footway047,highway,footway,walkway,12,37.4261523,-122.0717248,-0.7759,0.4917,0,0
w43735447,footway048,highway,footway,walkway,17,37.4268003,-122.0719755,-0.7980,0.5638,0,0
w43735448,service078,highway,service,driveway,19,37.4273995,-122.0711348,-0.7238,0.6304,0,0
w43735449,service079,highway,service,driveway,8,37.4250978,-122.0705379,-0.6710,0.3745,0,0
w43735450,service080,highway,service,driveway,7,37.4267946,-122.0705475,-0.6719,0.5632,0,0
w43735451,footpath001,highway,footpath,walkway,3,37.4288821,-122.0778399,-1.3159,0.7953,0,0
w51474295,service081,highway,service,driveway,6,37.4127738,-122.0711246,-0.7229,-0.9959,0,0
w51684586,service082,highway,service,driveway,3,37.4298863,-122.0772401,-1.2629,0.9069,0,0
w51854196,service083,highway,service,driveway,3,37.4284977,-122.0780897,-1.3379,0.7525,0,0
w54267637,footway049,highway,footway,walkway,22,37.4269601,-122.0745522,-1.0256,0.5816,0,0
w54267641,footway050,highway,footway,walkway,12,37.4252275,-122.0747372,-1.0419,0.3889,0,0
w54267646,footway051,highway,footway,walkway,9,37.4255846,-122.0755328,-1.1121,0.4286,0,0
w54267654,footway052,highway,footway,walkway,8,37.4267827,-122.0738076,-0.9598,0.5618,0,0
w54267671,footway053,highway,footway,walkway,38,37.4271804,-122.0736864,-0.9491,0.6061,0,0
w54267678,footway054,highway,footway,walkway,27,37.4264713,-122.0730071,-0.8891,0.5272,0,0
w54471507,Cummins Avenue001,highway,residential,slowroad,6,37.4113000,-122.0536251,0.8225,-1.1598,0,0
w54478798,residential001,highway,residential,slowroad,6,37.4106800,-122.0608652,0.1831,-1.2287,0,0
w54478806,Clark Road,highway,residential,slowroad,6,37.4107403,-122.0610455,0.1672,-1.2220,0,0
w54478807,Clark Road001,highway,residential,slowroad,4,37.4105712,-122.0610165,0.1698,-1.2408,0,0
w54490100,Amphitheatre Parkway,highway,secondary,road,10,37.4231505,-122.0833548,-1.8029,0.1579,0,0
w54490121,Amphitheatre Parkway001,highway,secondary,road,3,37.4233260,-122.0786009,-1.3831,0.1775,0,0
w54740386,track001,highway,track,slowroad,20,37.4100955,-122.0676645,-0.4173,-1.2937,0,0
w54743935,service084,highway,service,driveway,39,37.4255606,-122.0488162,1.2472,0.4259,0,0
w54744057,service085,highway,service,driveway,20,37.4266672,-122.0418588,1.8616,0.5490,0,0
w54744437,service086,highway,service,driveway,2,37.4245880,-122.0490513,1.2264,0.3178,0,0
w54744507,service087,highway,service,driveway,15,37.4251900,-122.0457635,1.5168,0.3847,0,0
w54744542,service088,highway,service,driveway,3,37.4240729,-122.0465154,1.4504,0.2605,0,0
w54744835,service089,highway,service,driveway,5,37.4261003,-122.0453570,1.5527,0.4860,0,0
w54749528,service090,highway,service,driveway,23,37.4277773,-122.0558256,0.6282,0.6724,0,0
w55641241,unclassified005,highway,unclassified,road,13,37.4242530,-122.0608220,0.1870,0.2805,0,0
w66215782,North Shoreline Boulevard011,highway,unclassified,road,59,37.4323365,-122.0813491,-1.6258,1.1794,0,0
w66215783,North Shoreline Boulevard012,highway,unclassified,road,4,37.4282747,-122.0781800,-1.3459,0.7277,0,0
w86419806,Ames Research Center Access Trail/San Francisco Bay Trail,highway,cycleway,walkway,7,37.4325394,-122.0676654,-0.4174,1.2020,0,0
w86419809,Stevens Creek Trail,highway,cycleway,walkway,34,37.4212300,-122.0689611,-0.5318,-0.0556,0,0
w86419810,cycleway006,highway,cycleway,walkway,36,37.4322378,-122.0781994,-1.3476,1.1684,0,0
w90924915,service091,highway,service,driveway,6,37.4130856,-122.0759829,-1.1519,-0.9612,0,0
w90924919,Space Park Way002,highway,unclassified,road,18,37.4171051,-122.0758972,-1.1443,-0.5143,0,0
w90924924,Armand Avenue001,highway,residential,slowroad,4,37.4137828,-122.0723920,-0.8348,-0.8837,0,0
w90924930,La Avenida Street002,highway,residential,slowroad,8,37.4132667,-122.0735345,-0.9357,-0.9411,0,0
w92469902,service092,highway,service,driveway,5,37.4285568,-122.0771067,-1.2511,0.7591,0,0
w92469903,service093,highway,service,driveway,34,37.4115583,-122.0716823,-0.7721,-1.1310,0,0
w96325606,footpath002,highway,footpath,walkway,13,37.4303346,-122.0747563,-1.0436,0.9568,0,0
w96325607,service094,highway,service,driveway,4,37.4287033,-122.0694897,-0.5785,0.7754,0,0
w96325608,service095,highway,service,driveway,6,37.4265377,-122.0694278,-0.5730,0.5346,0,0
w96325609,service096,highway,service,driveway,6,37.4287536,-122.0701840,-0.6398,0.7810,0,0
w96325612,footpath003,highway,footpath,walkway,3,37.4326255,-122.0742041,-0.9948,1.2115,0,0
w96325614,footpath004,highway,footpath,walkway,8,37.4303503,-122.0750401,-1.0686,0.9585,0,0
w96325615,footpath005,highway,footpath,walkway,17,37.4345256,-122.0743095,-1.0041,1.4228,0,0
w96325616,footpath006,highway,footpath,walkway,11,37.4310689,-122.0728131,-0.8720,1.0384,0,0
w96325617,footpath007,highway,footpath,walkway,8,37.4333943,-122.0732652,-0.9119,1.2970,0,0
w96325618,footpath008,highway,footpath,walkway,15,37.4319780,-122.0729041,-0.8800,1.1395,0,0
w96325619,service097,highway,service,driveway,3,37.4282772,-122.0697362,-0.6003,0.7280,0,0
w96325620,path001,highway,path,walkway,6,37.4306106,-122.0706813,-0.6837,0.9875,0,0
w96325621,footpath009,highway,footpath,walkway,14,37.4333223,-122.0719369,-0.7946,1.2890,0,0
w96325622,service098,highway,service,driveway,16,37.4290124,-122.0715704,-0.7622,0.8098,0,0
