osm_nid,lat,lng,x,z
osm4600763555,1.26719660,103.82728780,-0.489,0.206
osm4600763556,1.26712290,103.82721940,-0.497,0.214
osm1366339504,1.26705850,103.82716840,-0.504,0.219
osm597109149,1.26695400,103.82710410,-0.515,0.226
osm26781923,1.26672440,103.82584110,-0.541,0.367
osm4600718727,1.26694090,103.82596370,-0.517,0.353
osm4600718726,1.26700850,103.82599750,-0.509,0.349
osm4600718725,1.26703780,103.82601310,-0.506,0.348
osm4600718724,1.26712840,103.82602960,-0.496,0.346
osm4600718723,1.26720440,103.82602450,-0.488,0.346
osm4600718722,1.26727370,103.82601270,-0.480,0.348
osm1366339506,1.26736160,103.82598290,-0.470,0.351
osm4600763580,1.26696610,103.82691710,-0.514,0.247
osm4600763581,1.26692450,103.82690240,-0.519,0.249
osm4600763582,1.26686420,103.82688900,-0.525,0.250
osm4600763583,1.26679710,103.82688230,-0.533,0.251
osm4600763584,1.26672470,103.82688360,-0.541,0.251
osm597109169,1.26665130,103.82689330,-0.549,0.250
osm243995681,1.26756520,103.82604850,-0.448,0.344
osm4600763564,1.26754840,103.82611020,-0.449,0.337
osm1366339510,1.26753370,103.82615430,-0.451,0.332
osm4600763565,1.26751880,103.82620530,-0.453,0.326
osm598043907,1.26750640,103.82625700,-0.454,0.320
osm4600763563,1.26749630,103.82630920,-0.455,0.315
osm1366339508,1.26748850,103.82636180,-0.456,0.309
osm4600763562,1.26748320,103.82641470,-0.457,0.303
osm5189461852,1.26748240,103.82642960,-0.457,0.301
osm4600763561,1.26748000,103.82652490,-0.457,0.291
osm4600763560,1.26748240,103.82658200,-0.457,0.284
osm5282975174,1.26748760,103.82663890,-0.456,0.278
osm597109204,1.26749560,103.82669550,-0.455,0.272
osm4600782222,1.26942920,103.82527220,-0.240,0.430
osm4600782223,1.26935400,103.82527780,-0.249,0.429
osm4600782224,1.26924760,103.82528890,-0.260,0.428
osm5211667728,1.26910910,103.82530460,-0.276,0.426
osm4627802461,1.27144670,103.82478960,-0.016,0.484
osm1865254888,1.27160350,103.82467480,0.002,0.496
osm4600776972,1.27172510,103.82456840,0.015,0.508
osm4600776971,1.27182870,103.82446890,0.027,0.519
osm4627802467,1.27190660,103.82439440,0.035,0.528
osm249798390,1.27838670,103.83339330,0.756,-0.473
osm5131269920,1.27838360,103.83348630,0.755,-0.483
osm5131269919,1.27837690,103.83351450,0.755,-0.486
osm5131269918,1.27836010,103.83353520,0.753,-0.489
osm603486059,1.27819190,103.83365460,0.734,-0.502
osm5131269917,1.27813960,103.83370420,0.728,-0.507
osm5131269916,1.27811950,103.83374510,0.726,-0.512
