osm_nid,lat,lng,x,z
osm53132113,47.48061530,-121.70850250,-2.335,0.012
osm1277847100,47.48062660,-121.70817890,-2.334,-0.013
osm53132114,47.48061150,-121.70766800,-2.335,-0.051
osm53133523,47.48258080,-121.72126110,-2.116,0.970
osm7262475220,47.48256510,-121.72054360,-2.118,0.916
osm7260058259,47.48254420,-121.71959360,-2.121,0.845
osm7260057696,47.48250850,-121.71796550,-2.125,0.723
osm7262475211,47.48250310,-121.71772050,-2.125,0.704
osm7262475219,47.48249500,-121.71735050,-2.126,0.676
osm53133525,47.48247950,-121.71664570,-2.128,0.624
osm6228516920,47.48247030,-121.71658300,-2.129,0.619
osm6228516921,47.48245140,-121.71651760,-2.131,0.614
osm6228516922,47.48240640,-121.71646390,-2.136,0.610
osm6228516923,47.48235750,-121.71644170,-2.141,0.608
osm6228516924,47.48229040,-121.71643000,-2.149,0.607
osm6228516925,47.48218230,-121.71643000,-2.161,0.607
osm7510169016,47.48205640,-121.71635980,-2.175,0.602
osm7510169017,47.48204280,-121.71628580,-2.176,0.596
osm53133527,47.48298510,-121.72928720,-2.072,1.573
osm53133528,47.48310930,-121.72916020,-2.058,1.564
osm6237367935,47.48318190,-121.72907140,-2.050,1.557
osm53133531,47.48323170,-121.72895960,-2.044,1.549
osm6237367936,47.48325340,-121.72883620,-2.042,1.539
osm53133532,47.48325480,-121.72772880,-2.042,1.456
osm53133536,47.48363080,-121.74098020,-2.000,2.452
osm53133549,47.48350050,-121.70972020,-2.014,0.103
osm6228576028,47.48344000,-121.70975100,-2.021,0.106
osm4928201713,47.48337710,-121.70979430,-2.028,0.109
osm6228576027,47.48331340,-121.70986000,-2.035,0.114
osm53133551,47.48327370,-121.70992030,-2.039,0.118
osm6228576026,47.48323790,-121.70997880,-2.043,0.123
osm6228576030,47.48319600,-121.71007800,-2.048,0.130
osm6228576025,47.48316380,-121.71018070,-2.052,0.138
osm6228576022,47.48311480,-121.71032420,-2.057,0.149
osm6228576024,47.48306280,-121.71048800,-2.063,0.161
osm6228576020,47.48297490,-121.71075790,-2.073,0.181
osm6228576019,47.48295320,-121.71082370,-2.075,0.186
osm6228576016,47.48279580,-121.71129780,-2.093,0.222
osm6228576015,47.48273580,-121.71147490,-2.099,0.235
osm6228576013,47.48261650,-121.71185350,-2.113,0.264
osm6228576010,47.48254970,-121.71206390,-2.120,0.279
osm6228575742,47.48243030,-121.71242350,-2.133,0.306
osm6228576008,47.48239970,-121.71253150,-2.137,0.314
osm4928201712,47.48235870,-121.71267630,-2.141,0.325
osm6228575741,47.48233090,-121.71282400,-2.144,0.336
osm53133553,47.48232400,-121.71297700,-2.145,0.348
osm53063851,47.48589900,-121.70047370,-1.748,-0.591
osm5227619022,47.48561710,-121.70038490,-1.779,-0.598
osm5227619021,47.48531620,-121.70033410,-1.812,-0.602
osm2003328760,47.48493720,-121.70033590,-1.854,-0.602
osm6235797739,47.48490590,-121.70033580,-1.858,-0.602
osm6235797741,47.48437570,-121.70033470,-1.917,-0.602
osm5227618512,47.48408490,-121.70033780,-1.949,-0.602
osm5227618518,47.48389630,-121.70037560,-1.970,-0.599
osm5227618520,47.48367710,-121.70040180,-1.995,-0.597
osm5227618519,47.48346530,-121.70045370,-2.018,-0.593
osm53134230,47.48309020,-121.70042770,-2.060,-0.595
osm7260121641,47.48288940,-121.70040050,-2.082,-0.597
osm53134232,47.48271570,-121.70037690,-2.101,-0.599
osm53133748,47.47610420,-121.74720710,-2.837,2.919
osm5227647395,47.47648100,-121.74803640,-2.795,2.982
osm53150863,47.47730970,-121.74980950,-2.703,3.115
osm7082994306,47.47752670,-121.75028460,-2.678,3.150
osm53150864,47.47795400,-121.75122000,-2.631,3.221
osm7082994303,47.47829600,-121.75197040,-2.593,3.277
osm53150865,47.47867470,-121.75277510,-2.551,3.338
osm53150866,47.47997340,-121.75550510,-2.406,3.543
osm53150867,47.48075110,-121.75715540,-2.320,3.667
osm53150868,47.48130770,-121.75830790,-2.258,3.753
osm53150869,47.48197800,-121.75972780,-2.184,3.860
osm5227647389,47.48217030,-121.76012870,-2.162,3.890
osm7078668182,47.48219880,-121.76018820,-2.159,3.894
